OriginRegion, DestinationRegion, EventName, IndustryCode, IndustryDescription, ImpactType, Output, Employment, WageAndSalaryEmployment, ProprietorEmployment, EmployeeCompensation, ProprietorIncome, TaxesOnProductionAndImports, OtherPropertyIncome, TagName
MISSING COUNTY,Montana (2024),MISSING COUNTY,18,Commercial hunting and trapping,Indirect,0.03754241621990572,1.9774122439776378E-07,7.250381454570156E-09,1.9049084294319362E-07,0.0004184513483251194,0.0279803491857098,0.003912549634248949,0.003928439858021807,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,19,Support activities for agriculture and forestry,Indirect,1.0650432467946322,1.627012093367414E-05,8.208389769022391E-06,8.061731164651749E-06,0.9954070994055417,0.03985323351242529,0.03456041620657071,-0.005923373422360259,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,20,Oil and gas extraction,Indirect,84.38166701988322,0.0001410598063607953,2.0562745617112994E-05,0.0001204970607436823,3.5513025908097013,10.870049944837795,9.439887970361504,4.028516545254873,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,21,Coal mining,Indirect,26.74257591856736,3.335495985820161E-05,2.35605461405861E-05,9.794413717615508E-06,3.899271265300496,2.776476713340307,2.6532424480247228,5.4945131539969605,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,22,"Copper, nickel, lead, and zinc mining",Indirect,97.52338389185645,0.00014250065164596133,0.00010384907660719115,3.865157503877016E-05,16.485925754110298,5.893902114871424,11.253620921022533,18.763952113367633,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,24,Gold ore and silver ore mining,Indirect,3.1301566716325975,2.328353686910839E-06,1.5745741842599246E-06,7.537795026509145E-07,0.3231022095122126,1.4603370397751723,0.1353318479630646,0.12613873280898613,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,25,Other metal ore mining,Indirect,0.12425461193165571,1.7352049116476555E-07,1.3484383897881585E-07,3.867665218594967E-08,0.024039938219996383,0.006999936353315479,0.013976086304729117,0.039012640788430565,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,26,Stone mining and quarrying,Indirect,19.43664103760536,4.811180323812237E-05,4.354924903981008E-05,4.562554198312291E-06,3.9449628554589773,0.8089737761928832,1.9175045998884896,3.5180829616843385,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,27,Sand and gravel mining,Indirect,5.186604977950598,1.5450621773930675E-05,1.4138110941678764E-05,1.312510832251908E-06,1.5426543762545524,0.34951372619050586,0.4591308217444658,0.4576128812595169,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,29,Other nonmetallic mineral mining and quarrying,Indirect,0.5775470759226543,1.5705714788786084E-06,1.3127928095293308E-06,2.5777866934927765E-07,0.1907339321977429,0.05433577037520508,0.04685637861635375,0.0658343852214864,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,30,Drilling oil and gas wells,Indirect,0.0007289971749386066,4.086581765379888E-09,2.6465999004081763E-09,1.439981864971711E-09,0.000315968391073749,1.5180272348542565E-05,3.231793347364756E-05,-3.170726655296631E-05,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,31,Support activities for oil and gas operations,Indirect,0.2645470450944358,1.1841548819208548E-06,7.252141399452053E-07,4.589407419756494E-07,0.08741435843970889,0.011001571956309492,0.019613787193800525,0.02233674848353751,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,32,Metal mining services,Indirect,0.3543607815982083,1.2722517135173414E-06,9.503851140165134E-07,3.2186659950082804E-07,0.11308952427262906,0.0034894001719168307,0.011719977713597368,0.008375467542772507,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,33,Other nonmetallic minerals services,Indirect,0.004572451631819407,1.4770081687398554E-08,1.120541723538083E-08,3.564664452017725E-09,0.0016734209703372234,4.4972496897497875E-05,0.00012807206735352162,-1.5062799008425353E-05,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,34,Electric power generation - Hydroelectric,Indirect,165.04567580755733,0.0001368325736978488,0.00012123250355690943,1.5600070140939365E-05,34.73947359259408,-0.06617870930019935,15.544544341501839,28.38752649630242,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,35,Electric power generation - Fossil  fuel,Indirect,687.6688946326337,0.0004362711153016866,0.00040775746304263426,2.851365225905235E-05,71.87094171008381,-0.17969623180136768,62.793944062316406,135.59558358986027,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,37,Electric power generation - Solar,Indirect,14.053760882272654,2.0318308768620556E-05,1.9197885332983868E-05,1.1204234356366855E-06,3.3782570650892834,-0.011188106344659266,1.2327983912960936,1.8448605812368963,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,38,Electric power generation - Wind,Indirect,99.39815211231613,4.9173804109522035E-05,4.6260931504985344E-05,2.9128726045366964E-06,8.27269302995341,-0.016624950806198836,13.559227403318863,29.540544884648757,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,40,Electric power generation - Biomass,Indirect,1.3107314799963918,1.0148354982753643E-06,1.0148354982753643E-06,0,0.2475223068959055,0,0.1064414639255205,0.2587473317197644,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,41,Electric power generation - All other,Indirect,0.08259188902685978,2.823796423955531E-06,2.5249411030512365E-06,2.9885532090429373E-07,0.8293402711952086,-0.0023381215165996995,0.02077005433280567,-1.5874971360396108,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,42,Electric power transmission and distribution,Indirect,2796.5539126520202,0.0019959409099497404,0.0018779122571319245,0.0001180286528178158,293.75535381538106,-0.7031846690141687,143.39348659510486,426.3426099498443,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,43,Natural gas distribution,Indirect,94.00666832242943,0.00015516759983550272,0.00014569478435821467,9.472815477288054E-06,21.61273138612484,-0.044871699471924424,15.184723247163275,14.083549169679188,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,44,"Water, sewage and other systems",Indirect,34.49664902758969,0.0001493985511055471,0.00014632047139707445,3.0780797084726506E-06,7.965084030287671,-0.017989851311838573,3.2163900068863245,1.8287775416184024,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,55,Maintenance and repair construction of nonresidential structures,Indirect,1585.9309297420905,0.007532028314863135,0.004781045786006005,0.00275098252885713,450.23716735162446,173.40784781254348,14.471100291516565,76.14127059019023,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,56,Maintenance and repair construction of residential structures,Indirect,13.583787586102277,8.660617525029198E-05,5.694207243002989E-05,2.96641028202621E-05,4.895592093750459,1.748837121861889,0.14631434133405272,0.7462066973910679,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,57,"Maintenance and repair construction of highways, streets, bridges, and tunnels",Indirect,4.8483339674232635,2.314879973329713E-05,1.4692567098456428E-05,8.456232634840699E-06,1.3835585807139246,0.5330404487232784,0.045258480525242686,0.2524091320125289,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,59,Other animal food manufacturing,Indirect,3.0727365721283677,1.7635598776152517E-06,1.3777060516264018E-06,3.8585382598884996E-07,0.14045529900040707,0.003489947133504096,0.009302620423678755,0.04640857512179193,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,60,Flour milling,Indirect,0.5682650931876345,3.7791767574377664E-07,2.902281030452006E-07,8.768957269857602E-08,0.03464320425530322,0.0008491909115596625,0.0014022287352407476,0.01463068590568253,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,61,Rice milling,Indirect,0.11079731535136608,1.2749138450665753E-07,1.0433969732186235E-07,2.315168718479519E-08,0.008732984768087933,0.000302233747525386,0.00019861783196271405,0.002904245813552641,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,62,Malt manufacturing,Indirect,0.6068683648120127,4.785202931496486E-07,3.4886841878194345E-07,1.2965187436770515E-07,0.04200255899674921,0.0010067386503854747,0.0019309101204413102,0.017863012040408036,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,64,Soybean and other oilseed processing,Indirect,0.6391199874500523,8.608661602553814E-08,6.592534542080397E-08,2.0161270604734174E-08,0.005662396766260356,0.00015259584245282877,0.003863932627117379,0.006562341208421241,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,66,Breakfast cereal manufacturing,Indirect,0.017405902274412105,1.873991639191491E-08,1.478606776382207E-08,3.953848628092838E-09,0.001149293497471897,2.722113336710595E-05,4.2319000870856656E-05,0.0004541577297982489,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,67,Beet sugar manufacturing,Indirect,0.2602881475987767,4.097557224099135E-07,3.281182099489148E-07,8.163751246099875E-08,0.03190283132050318,0.0006684829168534369,0.001054230650891149,0.008837113186617998,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,69,Nonchocolate confectionery manufacturing,Indirect,0.5814725646543022,1.2154287677262612E-06,9.847232369202506E-07,2.3070553080601055E-07,0.07829383542130242,0.0031917613804095376,0.0010384501858096457,0.0036282392681889247,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,70,Chocolate and confectionery manufacturing from cacao beans,Indirect,0.1383964788020653,2.3148873810887385E-07,1.944280023854327E-07,3.706073572344113E-08,0.014235810224375728,0.0008348561425146753,0.0004025716399878307,0.004212845528306373,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,71,Confectionery manufacturing from purchased chocolate,Indirect,0.622515259546829,1.603826078004583E-06,1.4336982973760841E-06,1.701277806284989E-07,0.07192583207035116,0.0027802307901958288,0.0011517786124695757,0.00608857567609035,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,73,Frozen specialties manufacturing,Indirect,0.027339201759052193,7.060354488139067E-08,6.280380418055131E-08,7.799740700839355E-09,0.002863242654536124,8.242731076739682E-05,4.030117081779683E-05,0.0004223203081071612,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,74,Canned fruits and vegetables manufacturing,Indirect,0.020564234330431898,3.558657037953522E-08,3.246886951698607E-08,3.117700862549153E-09,0.0013471309673300327,5.33716205730937E-05,3.9581428951297604E-05,0.0003306412671092818,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,75,Canned specialties,Indirect,0.10283203006096636,1.1699739555491488E-07,1.0493523315534487E-07,1.206216239956999E-08,0.0043304872942433415,0.00015094066573856797,0.0001318147680828278,0.0010809310702547213,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,77,Cheese manufacturing,Indirect,0.07929890614783852,6.766779935414477E-08,4.9750339373918014E-08,1.7917459980226762E-08,0.00542864585175753,0.00015194529072602977,0.00017817361630869305,0.0015776174516099232,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,79,Fluid milk manufacturing,Indirect,3.8551930450227228,4.148393785995598E-06,3.475151867250648E-06,6.732419187449506E-07,0.30069128125851363,0.011715439658786636,0.008440702171374957,0.06842500162999875,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,81,Ice cream and frozen dessert manufacturing,Indirect,0.08456065456742205,1.9828793958800564E-07,1.658138435622015E-07,3.2474096025804145E-08,0.01368098822965569,0.0005133819008359267,0.00016761994300323633,0.0018380346139526013,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,82,Frozen cakes and other pastries manufacturing,Indirect,0.026838758069354002,1.0185929495877964E-07,9.239164099322909E-08,9.467653965550551E-09,0.004435629643204179,0.0004615786465119293,0.00015219118854953596,0.0023478890059420556,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,83,Poultry processing,Indirect,0.07106650810638204,1.713919402326567E-07,1.370150709475112E-07,3.43768692851455E-08,0.012352634891236745,0.00045708736413722434,0.00014175405790354853,0.0016682443886730067,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,84,"Animal, except poultry, slaughtering",Indirect,1.1920356259753206,1.5780291848881909E-06,1.3444675098608756E-06,2.3356167502731538E-07,0.06757650273411238,0.0015379159407712618,0.002961978663078521,0.011202443411658936,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,85,Meat processed from carcasses,Indirect,0.1768195756557713,3.025439709083276E-07,2.5456260735566104E-07,4.7981363552666596E-08,0.015441514377443856,0.0004230392462817999,0.00033591815267609214,0.001202831295034732,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,86,Rendering and meat byproduct processing,Indirect,0.0013369422527923316,1.5409658349832645E-09,1.274350347677344E-09,2.666154873059206E-10,0.00013397082258143907,6.5885446441217045E-06,3.5723525786171224E-06,4.4826137382563246E-05,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,88,"Bread and bakery product, except frozen, manufacturing",Indirect,1.5995906311864274,8.764548691169932E-06,7.908065547089896E-06,8.564831440800356E-07,0.39838064351285263,0.027366910733627212,0.009127381329767377,0.12830428029014287,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,89,Cookie and cracker manufacturing,Indirect,0.09096066324864262,2.85617129092474E-07,2.3860779051217856E-07,4.700933858029548E-08,0.017450702740912465,0.0008525437799936028,0.00033029543235366153,0.001966425093106683,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,90,"Dry pasta, mixes, and dough manufacturing",Indirect,0.0985372591631627,1.4576940623984882E-07,1.1801226949479882E-07,2.7757136745049987E-08,0.010153238257905808,0.0003804558303435076,0.0003825028002485072,0.004769815085733588,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,91,Tortilla manufacturing,Indirect,0.10486927575452093,3.2881925065984066E-07,2.906556125457624E-07,3.816363811407824E-08,0.018549841781949978,0.0004172932812541579,0.0002332389628264245,0.00030676676121453497,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,92,Roasted nuts and peanut butter manufacturing,Indirect,0.15765033864411176,2.3346552804803766E-07,2.3346552804803766E-07,0,0.02059333186049828,0,0,0.004527399372837609,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,93,Other snack food manufacturing,Indirect,0.15664031716076213,2.6364506687803955E-07,2.552753282522663E-07,8.36973862577324E-09,0.019764974737439215,0.00010091276420565745,0.00019869124231181113,0.004430035967154838,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,94,Coffee and tea manufacturing,Indirect,0.18418195672238016,2.914216948369886E-07,2.662988373607712E-07,2.5122857476217474E-08,0.011864453997741388,0.00039214667666442784,0.0004178998519326363,0.0029899583701111254,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,98,All other food manufacturing,Indirect,0.09651000967876941,2.0971900396341208E-07,1.8053458474096954E-07,2.9184419222442538E-08,0.011329478873021766,0.0003842219663950309,0.00016380791027832114,0.0013199475071838562,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,99,Bottled and canned soft drinks and water,Indirect,3.2949433805296113,4.909736054845908E-06,4.459012205509863E-06,4.5072384933604517E-07,0.30453460066572163,0.001205134894448711,0.009276678016823785,0.09338419089305296,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,100,Manufactured ice,Indirect,0.19843415079917942,1.077110625677196E-06,9.916205943957644E-07,8.549003128143155E-08,0.0586806141123979,0.00019271961559571912,0.0005004404832361389,-0.01975204758927862,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,101,Breweries,Indirect,5.240493852884838,1.9274524316558746E-05,1.8197439220763874E-05,1.0770850957948723E-06,0.7776627894839214,0.002035754696642107,0.13808511268279064,0.15249531925444637,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,102,Wineries,Indirect,0.5380727306078554,2.012251540969288E-06,1.953047244959583E-06,5.920429600970492E-08,0.04433725360975371,0.00013803340433462099,0.005435276342755988,0.011425830762995791,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,103,Distilleries,Indirect,0.15416838703734365,2.2751752080775348E-07,2.0684055701734427E-07,2.0676963790409197E-08,0.010083564680959656,3.327432872000548E-05,0.015793887951014322,0.004133530196502,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,104,Tobacco manufacturing,Indirect,0.0009483951083629247,3.2660580671605975E-10,2.8596415005248646E-10,4.064165666357323E-11,2.1159436257964905E-05,3.8653779970589473E-08,0.00012464244178352266,6.384324815076234E-05,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,106,Broadwoven fabric mills,Indirect,0.13403100035477677,5.049058723184892E-07,4.20393689211191E-08,4.6286650339737003E-07,0.0032549627864121825,0.007054429194465997,0.002839715236176774,-0.0009065233345691674,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,110,Textile and fabric finishing mills,Indirect,0.04360723527299448,1.5204973566196165E-07,2.5715155864742324E-08,1.2633457979721934E-07,0.0020637819885435567,0.0020449149723863603,0.0007132958218553297,-0.000490743845112938,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,113,Curtain and linen mills,Indirect,0.012880530819206062,6.361392253040067E-08,5.1458540827126273E-08,1.2155381703274394E-08,0.0033393594101939006,0.00042878253874887483,0.00019802099089682624,-0.0005339482081833186,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,114,Textile bag and canvas mills,Indirect,0.014875141144418779,7.573941606804164E-08,6.137109761644911E-08,1.4368318451592524E-08,0.0037587978404944565,0.0004351676172006189,0.00014319203793564434,-0.00048105155322543256,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,116,Other textile product mills,Indirect,0.9220389197781642,6.0253010989256995E-06,5.213526021833902E-06,8.117750770917977E-07,0.22428393390101659,0.025234921554788552,0.01356544382950224,-0.06119556178949639,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,118,Cut and sew apparel contractors,Indirect,0.004038202816699787,1.6210515740496163E-07,1.8067281474054078E-08,1.4403787593090753E-07,0.0006117581498979244,0.006947692611761277,2.3199354344403164E-05,-0.014589455694926923,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,119,Cut and sew apparel manufacturing (except contractors),Indirect,0.003321013214487519,2.6491904099861336E-08,6.28112999858041E-09,2.0210774101280923E-08,7.877798732100109E-05,0.0009512770695901196,1.2381284207086847E-05,1.4201990474706801E-05,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,120,Apparel accessories and other apparel manufacturing,Indirect,0.26256585024127577,1.611748165625962E-06,1.9155101644162254E-07,1.4201971491843395E-06,0.007300736522377514,0.1459981383979607,0.0005649701886113913,0.0007378966597971577,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,121,Leather and hide tanning and finishing,Indirect,0.04869274369964466,2.1161915185107814E-07,7.605547285885028E-08,1.3556367899222785E-07,0.003332838182413116,0.00702573903474468,0.00037980244786124705,0.0012444427832207137,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,122,Footwear manufacturing,Indirect,0.011510672692006212,7.155701399761777E-08,3.508773938108859E-08,3.646927461652918E-08,0.0006924006439529403,0.0010662273551395695,3.625480147655473E-05,1.1843502431241143E-05,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,123,Other leather and allied product manufacturing,Indirect,0.10387079437151162,6.250108863042189E-07,2.705587062870919E-07,3.5445218001712703E-07,0.011314433252490003,0.020513417867684715,0.00030378660355697535,0.0002661776509799096,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,124,Sawmills,Indirect,44.40031197112067,9.623207386511381E-05,8.035233850974689E-05,1.58797353553669E-05,6.401477579157031,0.763063714263358,0.23428037339883104,1.5881493146639367,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,125,Wood preservation,Indirect,6.39803499724122,7.108894112409527E-06,5.9788692296451635E-06,1.1300248827643645E-06,0.45243276132387034,0.06346390849679252,0.039212340283085484,0.4362783869922899,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,126,Veneer and plywood manufacturing,Indirect,4.852767996341983,1.1524787579726826E-05,8.486603339830167E-06,3.0381842398966577E-06,1.0230912468446833,0.1275753845260883,0.028544375684045203,0.4121393428615909,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,127,Engineered wood member and truss manufacturing,Indirect,5.204838598738665,1.2155438933781148E-05,1.05596117632371E-05,1.5958271705440488E-06,0.8460757749254358,0.11733864247256771,0.019981018137748243,0.20194321510848226,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,128,Reconstituted wood product manufacturing,Indirect,7.162375682875937,7.841851014302766E-06,6.262562408264566E-06,1.5792886060382012E-06,0.6939176424065487,0.09548264540831851,0.0379247694421889,0.5974867339433578,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,129,Wood windows and door manufacturing,Indirect,32.188835834584836,0.00010447215066594954,9.351197240071119E-05,1.096017826523835E-05,4.956105295388124,0.6969114887624113,0.17357462595486345,1.0733328680619214,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,130,"Cut stock, resawing lumber, and planing",Indirect,15.303865839523805,4.064024496541817E-05,3.5226159787936806E-05,5.41408517748137E-06,2.312262417339038,0.230910212839364,0.08064640434489606,0.926160313348931,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,131,"Other millwork, including flooring",Indirect,26.476425123093325,8.357607875397445E-05,7.499064554004615E-05,8.5854332139283E-06,5.067808599499468,0.5646548505905429,0.14310505588636657,1.3441032160270725,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,132,Wood container and pallet manufacturing,Indirect,3.774642846315458,1.3715594360398833E-05,1.2674641998622193E-05,1.0409523617766394E-06,0.6191750423871829,0.06485377660445091,0.016972304853317913,0.12641561184294128,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,134,Prefabricated wood building manufacturing,Indirect,6.520766807221538,1.8154148727283638E-05,1.6165572882814224E-05,1.988575844469415E-06,1.2095676965935314,0.11628466802543592,0.02836627794058685,0.32378474227177834,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,135,All other miscellaneous wood product manufacturing,Indirect,5.705084502653728,1.9521867679295978E-05,1.7864013437160222E-05,1.6578542421357576E-06,0.9239551810429527,0.10335877349123443,0.02992566538162868,0.2318286601771609,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,139,Paperboard container manufacturing,Indirect,0.6876858167733603,1.0803123996197743E-06,1.0803123996197743E-06,0,0.11731151467688403,0,0.009960748731081045,0.0005171032660728951,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,144,Printing,Indirect,661.6576530659191,0.003134442075075694,0.002561872983288902,0.0005725690917867916,169.10499270474457,17.177418562816193,7.079497874747333,78.70475274472088,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,145,Support activities for printing,Indirect,0.8372698609484318,5.580484540353855E-06,4.521583449326761E-06,1.0589010910270938E-06,0.2890159416594685,0.027243120563566186,0.008214890521779875,0.0951752559887142,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,146,Petroleum refineries,Indirect,960.1016791185318,9.798014832878482E-05,9.025896917243392E-05,7.7211791563509E-06,23.27574012170751,1.1352539649922337,7.034335341485462,96.77318663734869,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,147,Asphalt paving mixture and block manufacturing,Indirect,3.554583354436563,2.644212463586665E-06,2.5934513296078577E-06,5.0761133978807424E-08,0.35244910020270126,0.004873089515166346,0.023299957913228538,-0.0014156378940060562,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,149,Petroleum lubricating oil and grease manufacturing,Indirect,1.3503144260058249,9.123204331563742E-07,8.920566290602693E-07,2.0263804096104956E-08,0.11606876860449669,0.0014273138108385197,0.007675204617380503,0.11503293574360146,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,152,Industrial gas manufacturing,Indirect,11.01534870922088,6.116365045580362E-06,5.288268301442101E-06,8.280967441382615E-07,1.0294736684488681,0.09066071361381298,0.28462435080161064,0.9768801115523632,""
MISSING COUNTY,Montana (2024),MISSING COUNTY,154,Other basic inorganic chemical manufacturing,Indirect,1.7067368947757673,1.5718136020156802E-06,1.4050142224097092E-06,1.667993796059709E-07,0.2224998819823896,0.031229572913940837,0.041250578645822926,0.20590916944802756,""
